Index,Company Name,Symbol,Price,Sector,Industry,NAICS,Beta,PE,EPS
288,BMO DJ IndAv Heg ETF,ZDJ,41.54,,,,,,
289,BMO DJ IndustAvg Un,ZWA,20.76,,,,,,
290,BMO Em Mkt Bond HED,ZEF,15.19,,,,,,
291,BMO Eq WghtOil & Gas,ZEO,29.16,,,,,,
292,BMO Eq Wgt US Banks,ZUB,20.11,,,,,,
293,BMO Eql Wgt Bank ETF,ZEB,23.71,,,,,,
294,BMO Eql Wgt REITs Un,ZRE,19.05,,,,,,
295,BMO Eql Wgt Util ETF,ZUT,20.11,,,,,,
296,BMO EqlWght US BkCAD,ZBK,20.8,,,,,,
297,BMO EqWght Glb Gold,ZGD,75.25,,,,,,
298,BMO EqWgt US Health,ZUH,62.5,,,,,,
299,BMO EqWgtGlbMtlHegCA,ZMT,31.62,,,,,,
300,BMO EqWgtIndustrl Un,ZIN,22.8,,,,,,
301,BMO EqWgtUS HlthCare,ZHU,37.3,,,,,,
302,BMO ESG CorpBnd CAD,ESGB,30.21,,,,,,
303,BMO ESG US Corp Bond,ESGF,30.5,,,,,,
304,BMO EU DivCovCal C-H,ZWE,17.02,,,,,,
305,BMO EU HiDiv CovCall,ZWP,15.5,,,,,,
306,BMO Fltg RtHi Yld Un,ZFH,13.89,,,,,,
307,BMO Gbl Infrastr ETF,ZGI,38.3,,,,,,
308,BMO Glb Mult-SctrBnd,ZMSB,30.38,,,,,,
309,BMO Glb Stratgc Bond,ZGSB,29.72,,,,,,
310,BMO Glbl Consmr Stpl,STPL,20.35,,,,,,
311,BMO Glbl ConsmrDiscr,DISC,23.84,,,,,,
312,BMO Glbl HiDivCovCal,ZWG,27.67,,,,,,
313,BMO Global Commun Un,COMM,24.5,,,,,,
314,BMO Gov't Bond Un,ZGB,55.04,,,,,,
315,BMO Growth ETF CA Un,ZGRO,31.62,,,,,,
316,BMO HiQual CrpBndCAD,ZQB,30.23,,,,,,
317,BMO HiYldUS CorpBnd,ZJK,19.65,,,,,,
318,BMO HY US CrpHdg ETF,ZHY,12.35,,,,,,
319,BMO India Eq Idx ETF,ZID,21.2,,,,,,
320,BMO Int'l Div CAD Un,ZDI,17.39,,,,,,
321,BMO Intl DivHg-CA Un,ZDH,18.1,,,,,,
322,BMO Junior Gas ETF,ZJN,26.14,,,,,,
323,BMO Junior Gold ETF,ZJG,75.0,,,,,,
324,BMO Junior Oil ETF,ZJO,17.72,,,,,,
325,BMO Laddered Pr Indx,ZPR,7.93,,,,,,
326,BMO Lng Federal Bond,ZFL,20.51,,,,,,
327,BMO LngProvBndCad Un,ZPL,17.85,,,,,,
328,BMO Long Crp Bnd ETF,ZLC,19.36,,,,,,
329,BMO LowVol US Eq H-C,ZLH,26.08,,,,,,
330,BMO LowVolIntl Eq Un,ZLI,23.18,,,,,,
331,BMO LwVltyUSEq CADUn,ZLU,38.41,,,,,,
332,BMO LwVltyUSEq US Un,ZLU.U,27.98,,,,,,
333,BMO LwVol IntlEq H-C,ZLD,22.66,,,,,,
334,BMO LwVoltyEqCAD Un,ZLE,19.42,,,,,,
335,BMO Mid Crp Bond ETF,ZCM,16.83,,,,,,
336,BMO Mid Fed Bnd Indx,ZFM,17.59,,,,,,
337,BMO MidProvBnd CadUn,ZMP,16.03,,,,,,
338,BMO MidUS CrpBnd USF,ZIC.U,15.49,,,,,,
339,BMO MidUS IG HegBnd,ZMU,15.39,,,,,,
340,BMO MidUSCrpBndCA Un,ZIC,20.89,,,,,,
341,BMO Monthly Incm Un,ZMI,15.08,,,,,,
342,BMO MSCI AllCntryWrl,ZGQ,38.53,,,,,,
343,BMO MSCI CA Leadr Un,ESGA,26.73,,,,,,
344,BMO MSCI CdaValue Un,ZVC,15.74,,,,,,
345,BMO MSCI EAFE ESGLdr,ESGE,27.03,,,,,,
346,BMO MSCI EAFE HegCAD,ZDM,19.94,,,,,,
347,BMO MSCI EAFE Idx Un,ZEA,17.57,,,,,,
348,BMO MSCI EAFE Val Un,ZVI,15.96,,,,,,
349,BMO MSCI EmrgMkts Un,ZEM,18.62,,,,,,
350,BMO MSCI EU HiQltyUn,ZEQ,22.72,,,,,,
351,BMO MSCI Glb ESG Ldr,ESGG,28.78,,,,,,
352,BMO MSCI US ESG Ldr,ESGY,29.93,,,,,,
353,BMO MSCI US HiQltyUn,ZUQ,43.97,,,,,,
354,BMO MSCI USAValue Un,ZVU,20.08,,,,,,
355,BMO Nasdaq EqHed ETF,ZQQ,70.41,,,,,,
356,BMO Nasdaq100 Eq Cad,ZNQ,42.16,,,,,,
357,BMO PremiumYield CAD,ZPAY,,nan,nan,nan,,,
358,BMO PremiumYieldHegd,ZPAY.F,,nan,nan,nan,,,
359,BMO PremiumYld US Un,ZPAY.U,,nan,nan,nan,,,
360,BMO Rl Return Bond,ZRR,18.2,,,,,,
361,BMO S&P 500 Hedg-CAD,ZUE,44.52,,,,,,
362,BMO S&P US MdCap CAD,ZMID,,nan,nan,nan,,,
363,BMO S&P US MidCapHeg,ZMID.F,,nan,nan,nan,,,
364,BMO S&P US MidCapUSD,ZMID.U,,nan,nan,nan,,,
365,BMO S&P US SmlCapCAD,ZSML,,nan,nan,nan,,,
366,BMO S&P US SmlCapHeg,ZSML.F,,nan,nan,nan,,,
367,BMO S&P US SmlCapUSD,ZSML.U,,nan,nan,nan,,,
368,BMO S&P/TSX CompIndx,ZCN,20.62,,,,,,
369,BMO S&P500 Idx US Un,ZSP.U,33.65,,,,,,
370,BMO S&P500 IdxCAD Un,ZSP,45.79,,,,,,
371,BMO Sh Corp BndAccum,ZCS.L,21.76,,,,,,
372,BMO ShFedrlBnd Accum,ZFS.L,21.38,,,,,,
373,BMO ShortTrm Bond Un,ZSB,51.33,,,,,,
374,BMO ShProv Bnd Accum,ZPS.L,21.64,,,,,,
375,BMO Shrt Crp Bnd ETF,ZCS,14.28,,,,,,
376,BMO Shrt Fed Bnd ETF,ZFS,14.64,,,,,,
377,BMO Shrt Prv Bnd ETF,ZPS,13.54,,,,,,
378,BMO Sh-Trm US CrpBnd,ZSU,14.79,,,,,,
379,BMO SIA Cdn Eqty Fnd,ZFC,30.68,,,,,,
380,BMO SIA NA Eq ETF Un,ZFN,30.82,,,,,,
381,BMO Tactical Div Un,ZZZD,29.96,,,,,,
382,BMO Ultra ShrtBnd Un,ZST,50.65,,,,,,
383,BMO UltraSh BndAccum,ZST.L,53.29,,,,,,
384,BMO UltraST BndUS Un,ZUS.U,49.29,,,,,,
385,BMO UltST BndUS Acum,ZUS.V,51.35,,,,,,
386,BMO US HiDivCovHg-CA,ZWS,16.44,,,,,,
387,BMO US HighDivCov Un,ZWH,18.15,,,,,,
388,BMO US HighDivCov US,ZWH.U,18.3,,,,,,
389,BMO US PrefShr CA Un,ZUP,25.33,,,,,,
390,BMO US PrefShr Hg-CA,ZHP,23.1,,,,,,
391,BMO US PrefShr USD,ZUP.U,24.08,,,,,,
392,BMO US Put Write CAD,ZPW,15.1,,,,,,
393,BMO US Put Write USD,ZPW.U,14.58,,,,,,
394,BMO US PutWrte Hg-CA,ZPH,14.73,,,,,,
395,BMO USDiv ETF CAD Un,ZDY,28.45,,,,,,
396,BMO USDiv ETF USD Un,ZDY.U,21.03,,,,,,
397,BMO USDiv Hdg-Cad Un,ZUD,20.39,,,,,,
398,BMO Volatlty Cad Un,ZLB,30.68,,,,,,
399,BMO Women LeadrshpUn,WOMN,22.73,,,,,,
400,BMTC Group Inc.,GBT,7.0,Consumer Cyclical,Retail - Cyclical,Furniture Stores(442110),,,
401,BNK Petroleum Inc. J,BKX,0.07,Energy,Oil & Gas,Crude Petroleum Extraction(211120),,,
402,BNS Split Corp. II A,BSC,15.6,Financial Services,Asset Management,Portfolio Management(523920),,,
403,BNS Split II Pr 2,BSC.PR.C,19.72,Financial Services,Asset Management,Miscellaneous Intermediation(523910),,,
404,Boardwalk REIT Un,BEI.UN,29.02,Real Estate,REITs,Other Activities Related to Real Estate(531390),,,
405,Bombardier 6.25% Pr,BBD.PR.C,7.45,Industrials,Aerospace & Defense,Aircraft Manufacturing(336411),,,
406,Bombardier Cl A MV,BBD.A,0.7,Industrials,Aerospace & Defense,Aircraft Manufacturing(336411),,,
407,Bombardier Cl B SV,BBD.B,0.45,Industrials,Aerospace & Defense,Aircraft Manufacturing(336411),,,
408,Bombardier Ser 2 Pr,BBD.PR.B,5.2,Industrials,Aerospace & Defense,Aircraft Manufacturing(336411),,,
409,Bombardier Ser 3 Pr,BBD.PR.D,6.49,Industrials,Aerospace & Defense,Aircraft Manufacturing(336411),,,
410,Bonavista Energy,BNP,0.14,Energy,Oil & Gas,Crude Petroleum Extraction(211120),,,
411,Bonterra Energy Corp,BNE,1.33,Energy,Oil & Gas,Support Activities for Oil and Gas Operations(213112),,,
412,Boralex Inc. Cl A,BLX,28.01,Utilities,Utilities - Independent Power Producers,Hydroelectric Power Generation(221111),,,
413,Boston Pizza Fnd Un,BPF.UN,7.22,Consumer Cyclical,Restaurants,Full-Service Restaurants(722511),,,
414,Boyd Group Services,BYD,209.93,Consumer Cyclical,Personal Services,All Other Personal Services(812990),,,
415,Boyuan Constr J,BOY,0.32,Consumer Cyclical,Homebuilding & Construction,Residential Remodelers(236118),,,
416,Brampton Brick A SV,BBL.A,5.54,Basic Materials,Building Materials,Concrete Block and Brick Manufacturing(327331),,,
417,Brand Leaders Fnd Un,HBL.UN,9.74,Financial Services,Asset Management,Miscellaneous Intermediation(523910),,,
418,Bri-Chem Corp.,BRY,0.07,Energy,Oil & Gas,Support Activities for Oil and Gas Operations(213112),,,
419,Bridgemarq Rl Est RV,BRE,10.29,Real Estate,Real Estate,Lessors of Other Real Estate Property(531190),,,
420,Bristol GateUS Eq Un,BGU,26.7,,,,,,
421,Bristol GateUSEq USD,BGU.U,,nan,nan,nan,,,
422,BristolGate CdnEtyUn,BGC,20.39,,,,,,
423,Brkfld GlbInfras Sec,BGI.UN,6.4,Financial Services,Asset Management,Miscellaneous Financial Investment Activities(523999),,,
424,Brompton CrumInvPrCA,BPRF,24.56,,,,,,
425,Brompton CrumInvPrUS,BPRF.U,23.5,,,,,,
426,Brompton EU DivGroCA,EDGF,8.98,,,,,,
427,Brompton GlbHlthcrCA,HIG,9.14,Financial Services,Asset Management,Miscellaneous Financial Investment Activities(523999),,,
428,Brompton GlbHlthcrUS,HIG.U,9.2,Financial Services,Asset Management,Miscellaneous Financial Investment Activities(523999),,,
429,Brompton Life Splt A,LCS,2.33,Financial Services,Asset Management,Portfolio Management(523920),,,
430,Brompton LifeSplt Pr,LCS.PR.A,8.99,Financial Services,Asset Management,Portfolio Management(523920),,,
431,Brompton Oil Splt A,OSP,0.78,Financial Services,Asset Management,"Trusts, Estates, and Agency Accounts(525920)",,,
432,Brompton Oil Splt Pr,OSP.PR.A,6.35,Financial Services,Asset Management,"Trusts, Estates, and Agency Accounts(525920)",,,
433,Brompton Splt Banc A,SBC,7.83,Financial Services,Asset Management,Portfolio Management(523920),,,
434,Brompton Splt Bnc Pr,SBC.PR.A,9.75,Financial Services,Asset Management,Portfolio Management(523920),,,
435,Brompton TechLdr CAD,TLF,14.24,Financial Services,Asset Management,Portfolio Management(523920),,,
436,Brompton TechLdr USD,TLF.U,13.93,Financial Services,Asset Management,Portfolio Management(523920),,,
437,BromptonGlblDivGroCA,BDIV,18.11,,,,,,
438,BromptonGlbRl AsstDv,BREA,20.1,,,,,,
439,BromptonNA FinDiv US,BFIN.U,16.7,,,,,,
440,BromptonNA FinDivCAD,BFIN,16.61,,,,,,
441,BromptonNA LwVolDvCA,BLOV,20.5,,,,,,
442,Brookfield Bus LP Un,BBU.UN,42.74,Industrials,Conglomerates,,,,
443,Brookfield InfraPr11,BIP.PR.F,19.57,Utilities,Utilities - Regulated,,,,
444,Brookfield Infras Un,BIP.UN,55.5,Utilities,Utilities - Regulated,,,,
445,Brookfield InfrasPr1,BIP.PR.A,14.01,Utilities,Utilities - Regulated,,,,
446,Brookfield InfrasPr3,BIP.PR.B,23.31,Utilities,Utilities - Regulated,,,,
447,Brookfield InfrasPr5,BIP.PR.C,21.6,Utilities,Utilities - Regulated,,,,
448,Brookfield InfrasPr7,BIP.PR.D,19.8,Utilities,Utilities - Regulated,,,,
449,Brookfield InfrasPr9,BIP.PR.E,19.5,Utilities,Utilities - Regulated,,,,
450,Brookfield Renew Pr5,BEP.PR.E,22.01,Utilities,Utilities - Independent Power Producers,Other Electric Power Generation(221118),,,
451,Brookfield Renew Pr7,BEP.PR.G,22.08,Utilities,Utilities - Independent Power Producers,Other Electric Power Generation(221118),,,
452,Brookfield Renew Pr9,BEP.PR.I,23.32,Utilities,Utilities - Independent Power Producers,Other Electric Power Generation(221118),,,
453,Brookfield Renew Un,BEP.UN,65.68,Utilities,Utilities - Independent Power Producers,Other Electric Power Generation(221118),,,
454,Brookfield RenewPr11,BEP.PR.K,20.0,Utilities,Utilities - Independent Power Producers,Other Electric Power Generation(221118),,,
455,Brookfield RenewPr13,BEP.PR.M,19.51,Utilities,Utilities - Independent Power Producers,Other Electric Power Generation(221118),,,
456,Brookfield RenewPr15,BEP.PR.O,23.0,Utilities,Utilities - Independent Power Producers,Other Electric Power Generation(221118),,,
457,Brookfld Asset A LV,BAM.A,43.38,Financial Services,Asset Management,Miscellaneous Financial Investment Activities(523999),,,
458,Brookfld Asset Pr 13,BAM.PR.K,7.43,Financial Services,Asset Management,Miscellaneous Financial Investment Activities(523999),,,
459,Brookfld Asset Pr 17,BAM.PR.M,20.29,Financial Services,Asset Management,Miscellaneous Financial Investment Activities(523999),,,
460,Brookfld Asset Pr 18,BAM.PR.N,20.21,Financial Services,Asset Management,Miscellaneous Financial Investment Activities(523999),,,
461,Brookfld Asset Pr 2,BAM.PR.B,7.5,Financial Services,Asset Management,Miscellaneous Financial Investment Activities(523999),,,
462,Brookfld Asset Pr 24,BAM.PR.R,11.3,Financial Services,Asset Management,Miscellaneous Financial Investment Activities(523999),,,
463,Brookfld Asset Pr 25,BAM.PR.S,10.75,Financial Services,Asset Management,Miscellaneous Financial Investment Activities(523999),,,
464,Brookfld Asset Pr 26,BAM.PR.T,11.41,Financial Services,Asset Management,Miscellaneous Financial Investment Activities(523999),,,
465,Brookfld Asset Pr 28,BAM.PR.X,9.71,Financial Services,Asset Management,Miscellaneous Financial Investment Activities(523999),,,
466,Brookfld Asset Pr 30,BAM.PR.Z,14.95,Financial Services,Asset Management,Miscellaneous Financial Investment Activities(523999),,,
467,Brookfld Asset Pr 32,BAM.PF.A,15.78,Financial Services,Asset Management,Miscellaneous Financial Investment Activities(523999),,,
468,Brookfld Asset Pr 34,BAM.PF.B,14.41,Financial Services,Asset Management,Miscellaneous Financial Investment Activities(523999),,,
469,Brookfld Asset Pr 36,BAM.PF.C,20.46,Financial Services,Asset Management,Miscellaneous Financial Investment Activities(523999),,,
470,Brookfld Asset Pr 37,BAM.PF.D,20.74,Financial Services,Asset Management,Miscellaneous Financial Investment Activities(523999),,,
471,Brookfld Asset Pr 38,BAM.PF.E,12.75,Financial Services,Asset Management,Miscellaneous Financial Investment Activities(523999),,,
472,Brookfld Asset Pr 4,BAM.PR.C,7.43,Financial Services,Asset Management,Miscellaneous Financial Investment Activities(523999),,,
473,Brookfld Asset Pr 40,BAM.PF.F,14.35,Financial Services,Asset Management,Miscellaneous Financial Investment Activities(523999),,,
474,Brookfld Asset Pr 42,BAM.PF.G,13.32,Financial Services,Asset Management,Miscellaneous Financial Investment Activities(523999),,,
475,Brookfld Asset Pr 44,BAM.PF.H,24.57,Financial Services,Asset Management,Miscellaneous Financial Investment Activities(523999),,,
476,Brookfld Asset Pr 46,BAM.PF.I,23.84,Financial Services,Asset Management,Miscellaneous Financial Investment Activities(523999),,,
477,Brookfld Asset Pr 48,BAM.PF.J,23.3,Financial Services,Asset Management,Miscellaneous Financial Investment Activities(523999),,,
478,Brookfld Asset Pr 8,BAM.PR.E,10.99,Financial Services,Asset Management,Miscellaneous Financial Investment Activities(523999),,,
479,Brookfld Asset Pr 9,BAM.PR.G,10.3,Financial Services,Asset Management,Miscellaneous Financial Investment Activities(523999),,,
480,Brookfld Infras A SV,BIPC,59.98,Financial Services,Asset Management,Miscellaneous Financial Investment Activities(523999),,,
481,Brookfld Office Pr N,BPO.PR.N,9.51,Real Estate,Real Estate,Lessors of Nonresidential Buildings (except Miniwarehouses)(531120),,,
482,Brookfld Office Pr P,BPO.PR.P,9.9,Real Estate,Real Estate,Lessors of Nonresidential Buildings (except Miniwarehouses)(531120),,,
483,Brookfld Office Pr R,BPO.PR.R,10.56,Real Estate,Real Estate,Lessors of Nonresidential Buildings (except Miniwarehouses)(531120),,,
484,Brookfld Office Pr S,BPO.PR.S,11.0,Real Estate,Real Estate,Lessors of Nonresidential Buildings (except Miniwarehouses)(531120),,,
485,Brookfld Office Pr T,BPO.PR.T,12.33,Real Estate,Real Estate,Lessors of Nonresidential Buildings (except Miniwarehouses)(531120),,,
486,Brookfld Office Pr V,BPO.PR.X,6.67,Real Estate,Real Estate,Lessors of Nonresidential Buildings (except Miniwarehouses)(531120),,,
487,Brookfld Office Pr W,BPO.PR.W,6.8,Real Estate,Real Estate,Lessors of Nonresidential Buildings (except Miniwarehouses)(531120),,,
488,Brookfld Office Pr Y,BPO.PR.Y,6.67,Real Estate,Real Estate,Lessors of Nonresidential Buildings (except Miniwarehouses)(531120),,,
489,Brookfld Office PrAA,BPO.PR.A,11.54,Real Estate,Real Estate,Lessors of Nonresidential Buildings (except Miniwarehouses)(531120),,,
490,Brookfld Office PrCC,BPO.PR.C,18.45,Real Estate,Real Estate,Lessors of Nonresidential Buildings (except Miniwarehouses)(531120),,,
491,Brookfld Office PrEE,BPO.PR.E,14.75,Real Estate,Real Estate,Lessors of Nonresidential Buildings (except Miniwarehouses)(531120),,,
492,Brookfld Office PrGG,BPO.PR.G,14.2,Real Estate,Real Estate,Lessors of Nonresidential Buildings (except Miniwarehouses)(531120),,,
493,Brookfld Office PrII,BPO.PR.I,14.0,Real Estate,Real Estate,Lessors of Nonresidential Buildings (except Miniwarehouses)(531120),,,
494,Brookfld Ppty LP Un,BPY.UN,14.21,Real Estate,Real Estate,Other Activities Related to Real Estate(531390),,,
495,Brookfld Ppty Pr 2,BPS.PR.A,25.26,Financial Services,Asset Management,Investment Advice(523930),,,
496,Brookfld Ppty Pr 3,BPS.PR.B,25.01,Financial Services,Asset Management,Investment Advice(523930),,,
497,Brookfld Ppty Pr 4,BPS.PR.C,25.25,Financial Services,Asset Management,Investment Advice(523930),,,
498,Brookfld Pty Pr 1 US,BPS.PR.U,25.2,Financial Services,Asset Management,Investment Advice(523930),,,
499,Brookfld Renew Pr 1,BRF.PR.A,12.5,Utilities,Utilities - Independent Power Producers,Other Electric Power Generation(221118),,,
500,Brookfld Renew Pr 2,BRF.PR.B,12.05,Utilities,Utilities - Independent Power Producers,Other Electric Power Generation(221118),,,
501,Brookfld Renew Pr 3,BRF.PR.C,14.3,Utilities,Utilities - Independent Power Producers,Other Electric Power Generation(221118),,,
502,Brookfld Renew Pr 5,BRF.PR.E,20.73,Utilities,Utilities - Independent Power Producers,Other Electric Power Generation(221118),,,
503,Brookfld Renew Pr 6,BRF.PR.F,20.51,Utilities,Utilities - Independent Power Producers,Other Electric Power Generation(221118),,,
504,Brookfld Selct Oppor,BSO.UN,2.86,Financial Services,Asset Management,Miscellaneous Financial Investment Activities(523999),,,
505,BRP Inc. SV,DOO,49.46,Consumer Cyclical,Vehicles & Parts,All Other Transportation Equipment Manufacturing(336999),,,
506,BSR REIT Invest Un,HOM.UN,14.1,Real Estate,REITs,"Trust, Fiduciary, and Custody Activities(523991)",,,
507,BSR REIT Invest USF,HOM.U,10.36,Real Estate,REITs,"Trust, Fiduciary, and Custody Activities(523991)",,,
508,BtaProNSDQ100-2xBrUS,HQD.U,,nan,nan,nan,,,
509,BTB REIT 6% G Deb,BTB.DB.G,,nan,nan,nan,,,
510,BTB REIT 7.15% F Deb,BTB.DB.F,,nan,nan,nan,,,
511,BTB REIT Un,BTB.UN,3.17,Real Estate,REITs,Lessors of Nonresidential Buildings (except Miniwarehouses)(531120),,,
512,Buhler Industries,BUI,2.49,Industrials,Farm & Heavy Construction Machinery,Farm Machinery and Equipment Manufacturing(333111),,,
513,Burcon NutraSci J,BU,1.44,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
514,CAE Inc.,CAE,20.59,Industrials,Aerospace & Defense,Other Aircraft Parts and Auxiliary Equipment Manufacturing(336413),,,
515,Caldwell Partners,CWL,0.78,Industrials,Business Services,Human Resources and Executive Search Consulting Services(541612),,,
516,Caldwell US DivAdvan,UDA,11.11,,,,,,
517,Caledonia Mining Plc,CAL,22.4,Basic Materials,Metals & Mining,,,,
518,Calfrac Well Serv,CFW,0.2,Energy,Oil & Gas,Support Activities for Oil and Gas Operations(213112),,,
519,Calian Group Ltd.,CGY,52.09,Industrials,Business Services,All Other Business Support Services(561499),,,
520,Calibre Mining J,CXB,1.43,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),,,
521,Cameco Corporation,CCO,14.61,Energy,Other Energy Sources,Uranium-Radium-Vanadium Ore Mining(212291),,,
522,Canaccord Gen 6.25Db,CF.DB.A,,nan,nan,nan,,,
523,Canaccord Gen A Pr,CF.PR.A,9.47,Financial Services,Capital Markets,Securities Brokerage(523120),,,
524,Canaccord Gen C Pr,CF.PR.C,12.02,Financial Services,Capital Markets,Securities Brokerage(523120),,,
525,Canaccord Genuity,CF,5.57,Financial Services,Capital Markets,Securities Brokerage(523120),,,
526,Canacol Energy J,CNE,3.8,Energy,Oil & Gas,Crude Petroleum Extraction(211120),,,
527,Canadian General Inv,CGI,24.2,Financial Services,Asset Management,Portfolio Management(523920),,,
528,Canadian Natural Res,CNQ,25.68,Energy,Oil & Gas,Crude Petroleum Extraction(211120),,,
529,Canadian Tire A NV,CTC.A,118.6,Consumer Cyclical,Retail - Cyclical,All Other Miscellaneous Store Retailers (except Tobacco Stores)(453998),,,
530,Canadian Tire Corp,CTC,223.99,Consumer Cyclical,Retail - Cyclical,All Other Miscellaneous Store Retailers (except Tobacco Stores)(453998),,,
531,Canarc Resource J,CCM,0.075,Basic Materials,Metals & Mining,Gold Ore Mining(212221),,,
532,Candente Copper J,DNT,0.065,Basic Materials,Metals & Mining,"Copper, Nickel, Lead and Zinc Ore Mining(212230)",,,
533,Canfor Corporation,CFP,10.14,Basic Materials,Forest Products,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers(423310)",,,
534,Canfor Pulp Products,CFX,6.12,Basic Materials,Forest Products,Pulp Mills(322110),,,
535,Canlan Ice Sports,ICE,3.2,Consumer Cyclical,Travel & Leisure,Fitness and Recreational Sports Centers(713940),,,
536,Canoe EIT Income Un,EIT.UN,8.98,Financial Services,Asset Management,Portfolio Management(523920),,,
537,Canoe EIT Ser 1 Pr,EIT.PR.A,24.75,Financial Services,Asset Management,Portfolio Management(523920),,,
538,Canoe EIT Ser 2 Pr,EIT.PR.B,24.68,Financial Services,Asset Management,Portfolio Management(523920),,,
539,Canopy Grwth Corp J,WEED,22.59,Healthcare,Drug Manufacturers,Pharmaceutical Preparation Manufacturing(325412),,,
540,Canopy Rivers J SV A,RIV,1.42,Healthcare,Drug Manufacturers,Medicinal and Botanical Manufacturing(325411),,,
541,Canso Credit A Un,PBY.UN,10.25,Financial Services,Asset Management,Portfolio Management(523920),,,
542,CanWel Building Grp,CWX,3.49,Basic Materials,Building Materials,Home Furnishing Merchant Wholesalers(423220),,,
543,CanWel Building Note,CWX.NT.A,78.0,Basic Materials,Building Materials,Home Furnishing Merchant Wholesalers(423220),,,
544,Capital Power Corp.,CPX,26.95,Utilities,Utilities - Independent Power Producers,Fossil Fuel Electric Power Generation(221112),,,
545,Capital Pwr Ser 1 Pr,CPX.PR.A,8.9,Utilities,Utilities - Independent Power Producers,Fossil Fuel Electric Power Generation(221112),,,
546,Capital Pwr Ser 3 Pr,CPX.PR.C,14.47,Utilities,Utilities - Independent Power Producers,Fossil Fuel Electric Power Generation(221112),,,
547,Capital Pwr Ser 5 Pr,CPX.PR.E,13.8,Utilities,Utilities - Independent Power Producers,Fossil Fuel Electric Power Generation(221112),,,
548,Capital Pwr Ser 7 Pr,CPX.PR.G,23.65,Utilities,Utilities - Independent Power Producers,Fossil Fuel Electric Power Generation(221112),,,
549,Capital Pwr Ser 9 Pr,CPX.PR.I,22.99,Utilities,Utilities - Independent Power Producers,Fossil Fuel Electric Power Generation(221112),,,
550,Capital Pwr Sr 11 Pr,CPX.PR.K,22.85,Utilities,Utilities - Independent Power Producers,Fossil Fuel Electric Power Generation(221112),,,
551,Capstone Infr Pr A,CSE.PR.A,9.67,Utilities,Utilities - Independent Power Producers,Other Electric Power Generation(221118),,,
552,Capstone Mining J,CS,0.66,Basic Materials,Metals & Mining,"Copper Rolling, Drawing, Extruding and Alloying(331420)",,,
